"Israel","SDG 6.4.2. Water Stress (%)",1992,133.86247951,"E",,1997,135.0012941075,"E",,2002,133.1636614615,"E",,2007,119.0147528255,"E",,2012,108.912086964,"E",,2017,103.3560521094,"E",,,,"",
"Israel","SDG 6.4.1. Water Use Efficiency (US$/m3)",1992,56.6997274801,"I",,1997,74.2495086058,"I",,2002,89.1881999727,"E",,2007,108.0181251472,"E",,2012,120.6612872197,"E",,2017,125.6368320973,"E",,,,"",
"Israel","SDG 6.4.1. Irrigated Agriculture Water Use Efficiency (US$/m3)",1992,1.2894583927,"E",,1997,1.2543114825,"E",,2002,1.6037628647,"E",,2007,2.025254561,"E",,2012,1.8762270821,"E",,2017,1.4752940627,"E",,,,"",
"Israel","SDG 6.4.1. Industrial Water Use Efficiency (US$/m3)",1992,268.9641775227,"E",,1997,315.2963233917,"E",,2002,295.2971558563,"E",,2007,383.8244193953,"E",,2012,430.5228992143,"E",,2017,794.4120746956,"E",,,,"",
"Israel","SDG 6.4.1. Services Water Use Efficiency (US$/m3)",1992,149.8093862057,"E",,1997,181.1615782901,"E",,2002,182.6161326319,"E",,2007,220.7507011857,"E",,2012,241.7927016846,"E",,2017,234.4119526855,"E",,,,"",

"",,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,,,"2018-2022",,
"Italy","Total population (1000 inhab)",1992,57145.306,"X",,1997,56903.64,"X",,2002,57182.519,"X",,2007,58747.861,"X",,2012,59879.471,"X",,2017,60673.701,"X",,,,"",
"Italy","Gross Domestic Product (GDP) (current US$)",1992,1.313803569819E12,"X",,1997,1.241913280989E12,"X",,2002,1.270770111571E12,"X",,2007,2.210179192828E12,"X",,2012,2.087077032435E12,"X",,2017,1.961806364485E12,"X",,,,"",
"Italy","MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%)",1992,22.0201221384,"E",,1997,23.3274471245,"E",,2002,21.8161922761,"E",,2007,17.4889259721,"E",,2012,17.7650126664,"E",,2017,17.7970203868,"E",,,,"",
"Italy","Agricultural water withdrawal as % of total renewable water resources (%)",1992,11.4393995967,"I",,1997,10.9978717049,"I",,2002,9.3966096632,"I",,2007,6.7381076843,"E",,2012,8.5284892838,"I",,2017,8.8865656038,"I",,,,"",
"Italy","SDG 6.4.2. Water Stress (%)",1992,37.1173615744,"E",,1997,39.3210030392,"E",,2002,36.7736151416,"E",,2007,29.4795271695,"E",,2012,29.9449019568,"E",,2017,29.9988545246,"E",,,,"",
"Italy","SDG 6.4.1. Water Use Efficiency (US$/m3)",1992,33.691686512,"I",,1997,33.9767900984,"I",,2002,39.7493433104,"I",,2007,52.5232964678,"I",,2012,48.1799971211,"I",,2017,48.9952720575,"I",,,,"",
"Italy","SDG 6.4.1. Irrigated Agriculture Water Use Efficiency (US$/m3)",1992,0.7910910265,"E",,1997,1.0932293727,"E",,2002,0.9000044351,"E",,2007,1.178898108,"E",,2012,0.9134276346,"E",,2017,0.9172700349,"E",,,,"",
"Italy","SDG 6.4.1. Industrial Water Use Efficiency (US$/m3)",1992,29.8911963004,"E",,1997,26.5943243529,"E",,2002,27.6808621931,"E",,2007,37.0142202993,"E",,2012,42.1212058107,"E",,2017,46.5288732851,"E",,,,"",
"Italy","SDG 6.4.1. Services Water Use Efficiency (US$/m3)",1992,142.4975129954,"E",,1997,128.188761112,"E",,2002,137.1283065012,"E",,2007,145.7051522101,"E",,2012,135.1348418078,"E",,2017,137.1400133025,"E",,,,"",

"",,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,,,"2018-2022",,
"Jamaica","Total population (1000 inhab)",1992,2461.049,"X",,1997,2583.916,"X",,2002,2692.845,"X",,2007,2768.227,"X",,2012,2842.132,"X",,2017,2920.848,"X",,,,"",
"Jamaica","Gross Domestic Product (GDP) (current US$)",1992,4.222642881E9,"X",,1997,8.400041803E9,"X",,2002,9.719001964E9,"X",,2007,1.2799597772E10,"X",,2012,1.4806897133E10,"X",,2017,1.4806335709E10,"X",,,,"",
"Jamaica","MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%)",,,"",,1997,9.6652631301,"I",,2002,11.0347012315,"I",,2007,12.4041393329,"I",,2012,13.7735774343,"I",,2017,12.4734362007,"I",,,,"",
"Jamaica","Agricultural water withdrawal as % of total renewable water resources (%)",,,"",,1997,5.7760589221,"I",,2002,4.9576959121,"I",,2007,4.1393329022,"E",,2012,3.109779438,"I",,2017,1.0533123903,"I",,,,"",
"Jamaica","SDG 6.4.2. Water Stress (%)",,,"",,1997,9.6652631301,"I",,2002,11.0347012315,"I",,2007,12.4041393329,"I",,2012,13.7735774343,"I",,2017,12.4734362007,"I",,,,"",
"Jamaica","SDG 6.4.1. Water Use Efficiency (US$/m3)",,,"",,1997,12.5491239886,"I",,2002,13.4761721281,"I",,2007,12.63672476,"I",,2012,8.4156330025,"I",,2017,8.6475708689,"I",,,,"",
"Jamaica","SDG 6.4.1. Irrigated Agriculture Water Use Efficiency (US$/m3)",,,"",,1997,0.2224632063,"E",,2002,0.2200490708,"E",,2007,0.2707777801,"E",,2012,0.4812903489,"E",,2017,1.707760683,"E",,,,"",
"Jamaica","SDG 6.4.1. Industrial Water Use Efficiency (US$/m3)",,,"",,1997,41.2682707484,"E",,2002,33.458105761,"E",,2007,10.0118719607,"E",,2012,2.7899399062,"E",,2017,2.1927805096,"E",,,,"",
"Jamaica","SDG 6.4.1. Services Water Use Efficiency (US$/m3)",,,"",,1997,40.2044738101,"E",,2002,35.3934572786,"E",,2007,34.156463784,"E",,2012,31.8438917219,"E",,2017,65.0147691291,"E",,,,"",

"",,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,,,"2018-2022",,
"Japan","Total population (1000 inhab)",1992,125331.297,"X",,1997,126892.738,"X",,2002,127893.078,"X",,2007,128494.057,"X",,2012,128423.571,"X",,2017,127502.725,"X",,,,"",
"Japan","Gross Domestic Product (GDP) (current US$)",1992,3.908808434705E12,"X",,1997,4.41473421185E12,"X",,2002,4.115115650038E12,"X",,2007,4.515263396033E12,"X",,2012,6.203213121334E12,"X",,2017,4.859950558539E12,"X",,,,"",
"Japan","MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%)",1992,21.2558139535,"E",,1997,20.7418604651,"E",,2002,19.6395348837,"E",,2007,19.2441860465,"E",,2012,18.8888372093,"I",,2017,18.8888372093,"I",,,,"",
"Japan","Agricultural water withdrawal as % of total renewable water resources (%)",1992,13.6279069767,"E",,1997,13.6930232558,"E",,2002,13.0348837209,"E",,2007,12.6744186047,"E",,2012,12.6581395349,"I",,2017,12.6581395349,"I",,,,"",
"Japan","SDG 6.4.2. Water Stress (%)",1992,42.0229885057,"E",,1997,41.0068965517,"E",,2002,38.8275862069,"E",,2007,38.0459770115,"E",,2012,37.3434482759,"E",,2017,37.3434482759,"E",,,,"",
"Japan","SDG 6.4.1. Water Use Efficiency (US$/m3)",1992,38.8374414874,"I",,1997,42.542821794,"I",,2002,46.3494175153,"I",,2007,51.5225398824,"I",,2012,51.5754521996,"I",,2017,54.7994685787,"I",,,,"",
"Japan","SDG 6.4.1. Irrigated Agriculture Water Use Efficiency (US$/m3)",1992,0.8725455392,"E",,1997,0.7139358651,"E",,2002,0.6664680283,"E",,2007,0.6087898539,"E",,2012,0.6588967752,"E",,2017,0.7420086104,"E",,,,"",
"Japan","SDG 6.4.1. Industrial Water Use Efficiency (US$/m3)",1992,78.6071175314,"E",,1997,81.3600154267,"E",,2002,87.2439330823,"E",,2007,91.6722685225,"E",,2012,90.2385395789,"E",,2017,102.8591893279,"E",,,,"",
"Japan","SDG 6.4.1. Services Water Use Efficiency (US$/m3)",1992,132.7422662561,"E",,1997,155.3597395974,"E",,2002,172.6828872301,"E",,2007,195.5789631009,"E",,2012,202.289901731,"E",,2017,209.5284879285,"E",,,,"",

"",,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,,,"2018-2022",,
"Jordan","Total population (1000 inhab)",1992,3977.672,"X",,1997,4848.541,"X",,2002,5317.506,"X",,2007,6255.28,"X",,2012,8089.962,"X",,2017,9785.843,"X",,,,"",
"Jordan","Gross Domestic Product (GDP) (current US$)",1992,5.374598161E9,"X",,1997,7.32159843E9,"X",,2002,9.682509719E9,"X",,2007,1.7289219508E10,"X",,2012,3.0935216952E10,"X",,2017,4.070915493E10,"X",,,,"",
"Jordan","MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%)",1992,99.9085226406,"E",,1997,88.0496264674,"E",,2002,78.8329013569,"E",,2007,99.4663820704,"E",,2012,90.6083244397,"E",,2017,96.4354322305,"I",,,,"",
"Jordan","Agricultural water withdrawal as % of total renewable water resources (%)",1992,78.6552828175,"E",,1997,65.5816435432,"I",,2002,55.1760939168,"E",,2007,62.8601921025,"E",,2012,49.3062966916,"E",,2017,59.1995731057,"I",,,,"",
"Jordan","SDG 6.4.2. Water Stress (%)",1992,103.6817872569,"E",,1997,91.3750138443,"E",,2002,81.810198883,"E",,2007,103.2229482778,"E",,2012,94.0303466608,"E",,2017,100.0775279654,"E",,,,"",
"Jordan","SDG 6.4.1. Water Use Efficiency (US$/m3)",1992,11.3070017344,"I",,1997,16.1674684122,"I",,2002,22.7423730911,"E",,2007,29.6810010493,"E",,2012,37.9217501534,"E",,2017,34.9820439571,"E",,,,"",
"Jordan","SDG 6.4.1. Irrigated Agriculture Water Use Efficiency (US$/m3)",1992,0.5432338587,"E",,1997,0.4317903491,"E",,2002,0.4654742109,"E",,2007,0.8764227219,"E",,2012,1.3169429015,"E",,2017,2.1488110463,"E",,,,"",
"Jordan","SDG 6.4.1. Industrial Water Use Efficiency (US$/m3)",1992,87.3899907647,"E",,1997,93.5149191735,"E",,2002,121.9659079366,"E",,2007,166.5031560923,"E",,2012,275.9190388886,"E",,2017,293.4503508956,"E",,,,"",
"Jordan","SDG 6.4.1. Services Water Use Efficiency (US$/m3)",1992,36.6441899886,"E",,1997,46.3198458439,"E",,2002,54.2519551463,"E",,2007,64.5844399533,"E",,2012,63.5079377867,"E",,2017,56.4580218957,"E",,,,"",

"",,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,,,"2018-2022",,
"Kazakhstan","Total population (1000 inhab)",1992,16302.806,"X",,1997,15406.003,"X",,2002,14976.188,"X",,2007,15702.104,"X",,2012,16751.525,"X",,2017,18080.019,"X",,,,"",
"Kazakhstan","Gross Domestic Product (GDP) (current US$)",1992,2.6454042866E10,"X",,1997,2.2165932063E10,"X",,2002,2.4636596624E10,"X",,2007,1.04849915344E11,"X",,2012,2.07998568866E11,"X",,2017,1.66805788967E11,"X",,,,"",
"Kazakhstan","MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%)",,,"",,1997,24.9104326169,"E",,2002,20.5331611475,"E",,2007,21.0404944193,"E",,2012,19.7306521539,"E",,2017,20.7084217323,"E",,,,"",
"Kazakhstan","Agricultural water withdrawal as % of total renewable water resources (%)",,,"",,1997,20.3357623835,"I",,2002,13.9931740614,"E",,2007,13.3382529287,"E",,2012,11.5210773914,"E",,2017,13.9470528549,"E",,,,"",
"Kazakhstan","SDG 6.4.2. Water Stress (%)",,,"",,1997,37.4554785021,"E",,2002,30.8737864078,"E",,2007,31.6366158114,"E",,2012,29.6671289875,"E",,2017,31.1373092926,"E",,,,"",
"Kazakhstan","SDG 6.4.1. Water Use Efficiency (US$/m3)",,,"",,1997,1.7694822981,"I",,2002,3.1865623468,"I",,2007,5.2299204527,"I",,2012,6.7899950049,"I",,2017,7.13553973,"I",,,,"",
"Kazakhstan","SDG 6.4.1. Irrigated Agriculture Water Use Efficiency (US$/m3)",,,"",,1997,0.0324423268,"E",,2002,0.0439113633,"E",,2007,0.0416027035,"E",,2012,0.0392129177,"E",,2017,0.0400010118,"E",,,,"",
"Kazakhstan","SDG 6.4.1. Industrial Water Use Efficiency (US$/m3)",,,"",,1997,2.629887875,"E",,2002,5.5800175464,"E",,2007,7.9988869953,"E",,2012,8.8270283341,"E",,2017,8.444551563,"E",,,,"",
"Kazakhstan","SDG 6.4.1. Services Water Use Efficiency (US$/m3)",,,"",,1997,29.4076143606,"E",,2002,19.011114843,"E",,2007,28.4178378169,"E",,2012,35.4372106847,"E",,2017,48.951648285,"E",,,,"",

"",,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,,,"2018-2022",,
"Kenya","Total population (1000 inhab)",1992,25326.078,"X",,1997,29415.659,"X",,2002,33751.739,"X",,2007,38705.932,"X",,2012,44343.467,"X",,2017,50221.142,"X",,,,"",
"Kenya","Gross Domestic Product (GDP) (current US$)",1992,1.1800663792E10,"X",,1997,1.4958503707E10,"X",,2002,1.5092273297E10,"X",,2007,3.1959312214E10,"X",,2012,5.0410158302E10,"X",,2017,7.8757378912E10,"X",,,,"",
"Kenya","MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%)",1992,6.355650213,"E",,1997,5.559107993,"E",,2002,6.7317297252,"E",,2007,9.228478362,"I",,2012,10.4846905537,"I",,2017,13.1335504886,"I",,,,"",
"Kenya","Agricultural water withdrawal as % of total renewable water resources (%)",1992,4.738762215,"I",,1997,3.8332247557,"I",,2002,4.8968512486,"I",,2007,5.9925546766,"I",,2012,6.2132706296,"E",,2017,10.5342019544,"I",,,,"",
"Kenya","SDG 6.4.2. Water Stress (%)",1992,16.0856110089,"E",,1997,14.0696302873,"E",,2002,17.0374363202,"E",,2007,23.3564951125,"E",,2012,26.5358615004,"E",,2017,33.2399010717,"E",,,,"",
"Kenya","SDG 6.4.1. Water Use Efficiency (US$/m3)",1992,9.3874495272,"I",,1997,12.2369528263,"I",,2002,11.0498336235,"I",,2007,10.7864361731,"I",,2012,11.314679041,"I",,2017,10.5512866833,"I",,,,"",
"Kenya","SDG 6.4.1. Irrigated Agriculture Water Use Efficiency (US$/m3)",1992,0.0637988692,"E",,1997,0.1387991695,"E",,2002,0.118686371,"E",,2007,0.1398755366,"E",,2012,0.2182019446,"E",,2017,0.2280624075,"E",,,,"",
"Kenya","SDG 6.4.1. Industrial Water Use Efficiency (US$/m3)",1992,62.4667851935,"E",,1997,55.6339072354,"E",,2002,53.865387096,"E",,2007,66.5302423721,"E",,2012,72.0171866575,"E",,2017,33.6975583176,"E",,,,"",
"Kenya","SDG 6.4.1. Services Water Use Efficiency (US$/m3)",1992,31.5365148882,"E",,1997,35.6906997956,"E",,2002,37.3326643412,"E",,2007,25.8191568291,"E",,2012,22.759171765,"E",,2017,63.8280281032,"E",,,,"",

"",,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,,,"2018-2022",,
"Kiribati","Total population (1000 inhab)",1992,74.766,"X",,1997,80.187,"X",,2002,87.305,"X",,2007,96.527,"X",,2012,106.37,"X",,2017,114.158,"X",,,,"",
"Kiribati","Gross Domestic Product (GDP) (current US$)",1992,4.808572E7,"X",,1997,6.7227736E7,"X",,2002,7.3728349E7,"X",,2007,1.32674383E8,"X",,2012,1.90122806E8,"X",,2017,1.85578464E8,"X",,,,"",
"Kiribati","MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Kiribati","Agricultural water withdrawal as % of total renewable water resources (%)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Kiribati","SDG 6.4.2. Water Stress (%)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Kiribati","SDG 6.4.1. Water Use Efficiency (US$/m3)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Kiribati","SDG 6.4.1. Irrigated Agriculture Water Use Efficiency (US$/m3)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Kiribati","SDG 6.4.1. Industrial Water Use Efficiency (US$/m3)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Kiribati","SDG 6.4.1. Services Water Use Efficiency (US$/m3)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",

"",,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,,,"2018-2022",,
"Kuwait","Total population (1000 inhab)",1992,1912.433,"X",,1997,1710.256,"X",,2002,2136.997,"X",,2007,2504.019,"X",,2012,3348.853,"X",,2017,4056.099,"X",,,,"",
"Kuwait","Gross Domestic Product (GDP) (current US$)",1992,1.9868859615E10,"X",,1997,3.0351196173E10,"X",,2002,3.8135756834E10,"X",,2007,1.14635467558E11,"X",,2012,1.74047199613E11,"X",,2017,1.19534250494E11,"X",,,,"",
"Kuwait","MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%)",,,"",,1997,1566.0823412698,"E",,2002,2075.0,"E",,2007,2584.2307692308,"E",,2012,3093.4615384615,"E",,2017,3850.5,"E",,,,"",
"Kuwait","Agricultural water withdrawal as % of total renewable water resources (%)",,,"",,1997,1934.8125,"I",,2002,2459.5,"E",,2007,2835.8461538462,"I",,2012,3212.1923076923,"I",,2017,3892.0,"E",,,,"",
"Kuwait","SDG 6.4.2. Water Stress (%)",,,"",,1997,1566.0823412698,"E",,2002,2075.0,"E",,2007,2584.2307692308,"E",,2012,3093.4615384615,"E",,2017,3850.5,"E",,,,"",
"Kuwait","SDG 6.4.1. Water Use Efficiency (US$/m3)",,,"",,1997,83.9143925763,"E",,2002,72.0149489327,"E",,2007,103.7724618153,"E",,2012,112.6073948084,"E",,2017,102.4355359609,"E",,,,"",
"Kuwait","SDG 6.4.1. Irrigated Agriculture Water Use Efficiency (US$/m3)",,,"",,1997,0.5808433371,"E",,2002,0.6656407501,"E",,2007,0.3905857819,"E",,2012,0.6264858691,"E",,2017,0.7460189127,"E",,,,"",
"Kuwait","SDG 6.4.1. Industrial Water Use Efficiency (US$/m3)",,,"",,1997,1661.5445120956,"E",,2002,1480.2505130518,"E",,2007,2647.608787408,"E",,2012,3512.7847733992,"E",,2017,2535.5560345984,"E",,,,"",
"Kuwait","SDG 6.4.1. Services Water Use Efficiency (US$/m3)",,,"",,1997,90.9993629822,"E",,2002,86.5103920322,"E",,2007,102.3529497006,"E",,2012,96.3609302522,"E",,2017,152.5435271546,"E",,,,"",

"",,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,,,"2018-2022",,
"Kyrgyzstan","Total population (1000 inhab)",1992,4454.193,"X",,1997,4705.645,"X",,2002,4991.483,"X",,2007,5184.392,"X",,2012,5621.576,"X",,2017,6189.733,"X",,,,"",
"Kyrgyzstan","Gross Domestic Product (GDP) (current US$)",1992,2.187282507E9,"X",,1997,1.76735578E9,"X",,2002,1.605696848E9,"X",,2007,3.802570572E9,"X",,2012,6.605136482E9,"X",,2017,7.702938395E9,"X",,,,"",
"Kyrgyzstan","MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%)",,,"",,1997,42.0653738674,"I",,2002,39.3301719028,"I",,2007,32.6318909306,"I",,2012,32.6318909306,"I",,2017,32.6318909306,"I",,,,"",
"Kyrgyzstan","Agricultural water withdrawal as % of total renewable water resources (%)",,,"",,1997,40.1092387162,"I",,2002,37.18491546,"I",,2007,31.2371919722,"I",,2012,30.061817258,"I",,2017,30.061817258,"I",,,,"",
"Kyrgyzstan","SDG 6.4.2. Water Stress (%)",,,"",,1997,64.5046097909,"E",,2002,60.3103493053,"E",,2007,50.0389559797,"E",,2012,50.0389559797,"E",,2017,50.0389559797,"E",,,,"",
"Kyrgyzstan","SDG 6.4.1. Water Use Efficiency (US$/m3)",,,"",,1997,0.2703097708,"I",,2002,0.3409580437,"I",,2007,0.5076057718,"I",,2012,0.6356685879,"I",,2017,0.836195637,"I",,,,"",
"Kyrgyzstan","SDG 6.4.1. Irrigated Agriculture Water Use Efficiency (US$/m3)",,,"",,1997,0.1148631215,"E",,2002,0.120596097,"E",,2007,0.1459918928,"E",,2012,0.1105767441,"E",,2017,0.1082032053,"E",,,,"",
"Kyrgyzstan","SDG 6.4.1. Industrial Water Use Efficiency (US$/m3)",,,"",,1997,2.2191902731,"E",,2002,1.9629027294,"E",,2007,1.9604874949,"E",,2012,3.2246220295,"E",,2017,5.3291019126,"E",,,,"",
"Kyrgyzstan","SDG 6.4.1. Services Water Use Efficiency (US$/m3)",,,"",,1997,3.1329221884,"E",,2002,5.2660704172,"E",,2007,10.2382945881,"E",,2012,13.3957745451,"E",,2017,17.1715963327,"E",,,,"",

"",,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,,,"2018-2022",,
"Lao People's Democratic Republic","Total population (1000 inhab)",1992,4500.351,"X",,1997,5050.315,"X",,2002,5493.246,"X",,2007,5944.948,"X",,2012,6444.53,"X",,2017,6953.035,"X",,,,"",
"Lao People's Democratic Republic","Gross Domestic Product (GDP) (current US$)",1992,1.228791031E9,"X",,1997,1.819883136E9,"X",,2002,1.906867796E9,"X",,2007,4.57000838E9,"X",,2012,1.019135507E10,"X",,2017,1.6853104545E10,"X",,,,"",
"Lao People's Democratic Republic","MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%)",,,"",,,,"",,,,"",,2007,1.3190404798,"E",,2012,1.9982008996,"E",,2017,2.1949025487,"E",,,,"",
"Lao People's Democratic Republic","Agricultural water withdrawal as % of total renewable water resources (%)",,,"",,,,"",,,,"",,2007,1.2290854573,"I",,2012,1.9082458771,"I",,2017,2.1049475262,"E",,,,"",
"Lao People's Democratic Republic","SDG 6.4.2. Water Stress (%)",,,"",,,,"",,,,"",,2007,2.8676662321,"E",,2012,4.3441981747,"E",,2017,4.7718383312,"E",,,,"",
"Lao People's Democratic Republic","SDG 6.4.1. Water Use Efficiency (US$/m3)",,,"",,,,"",,,,"",,2007,1.3064075356,"I",,2012,1.3655961535,"I",,2017,1.7460735068,"I",,,,"",
"Lao People's Democratic Republic","SDG 6.4.1. Irrigated Agriculture Water Use Efficiency (US$/m3)",,,"",,,,"",,,,"",,2007,0.1666579029,"E",,2012,0.1136913703,"E",,2017,0.1218994628,"E",,,,"",
"Lao People's Democratic Republic","SDG 6.4.1. Industrial Water Use Efficiency (US$/m3)",1992,2.6920089434,"E",,1997,6.2040522463,"E",,2002,4.4638541509,"E",,2007,9.470448379,"E",,2012,17.4461649764,"E",,2017,19.4738910768,"E",,,,"",
"Lao People's Democratic Republic","SDG 6.4.1. Services Water Use Efficiency (US$/m3)",1992,12.8784366022,"E",,1997,20.5443288201,"E",,2002,21.2998915181,"E",,2007,26.5675367723,"E",,2012,41.622714157,"E",,2017,66.2689412147,"E",,,,"",

"",,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,,,"2018-2022",,
"Latvia","Total population (1000 inhab)",1992,2620.254,"X",,1997,2453.307,"X",,2002,2332.53,"X",,2007,2198.089,"X",,2012,2069.016,"X",,2017,1951.097,"X",,,,"",
"Latvia","Gross Domestic Product (GDP) (current US$)",1992,5.941431399E9,"X",,1997,6.508708675E9,"X",,2002,9.529867626E9,"X",,2007,3.0899685276E10,"X",,2012,2.8176625841E10,"X",,2017,3.027300751E10,"X",,,,"",
"Latvia","MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%)",,,"",,1997,1.0302232398,"E",,2002,0.6997710361,"E",,2007,0.5912993703,"E",,2012,0.7103606182,"E",,2017,0.5183171151,"E",,,,"",
"Latvia","Agricultural water withdrawal as % of total renewable water resources (%)",,,"",,1997,0.1172295363,"I",,2002,0.1522610189,"E",,2007,0.1448196909,"E",,2012,0.1167716085,"E",,2017,0.1760160275,"E",,,,"",
"Latvia","SDG 6.4.2. Water Stress (%)",,,"",,1997,2.1211549794,"E",,2002,1.4407778433,"E",,2007,1.2174425457,"E",,2012,1.4625810253,"E",,2017,1.0671773718,"E",,,,"",
"Latvia","SDG 6.4.1. Water Use Efficiency (US$/m3)",,,"",,,,"",,,,"",,2007,112.6793641438,"I",,2012,82.5400772365,"I",,2017,132.4173945525,"I",,,,"",
"Latvia","SDG 6.4.1. Irrigated Agriculture Water Use Efficiency (US$/m3)",,,"",,,,"",,,,"",,2007,0.0165984014,"E",,2012,0.0179384295,"E",,2017,0.0137059169,"E",,,,"",
"Latvia","SDG 6.4.1. Industrial Water Use Efficiency (US$/m3)",,,"",,,,"",,,,"",,2007,130.5941971869,"E",,2012,79.5814729731,"E",,2017,182.9953740662,"E",,,,"",
"Latvia","SDG 6.4.1. Services Water Use Efficiency (US$/m3)",,,"",,,,"",,,,"",,2007,152.1798766152,"E",,2012,104.2045326831,"E",,2017,205.1744047998,"E",,,,"",

"",,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,,,"2018-2022",,
"Lebanon","Total population (1000 inhab)",1992,3076.132,"X",,1997,3658.424,"X",,2002,4182.205,"X",,2007,4767.344,"X",,2012,5537.612,"X",,2017,6819.373,"X",,,,"",
"Lebanon","Gross Domestic Product (GDP) (current US$)",1992,5.734175736E9,"X",,1997,1.5595116149E10,"X",,2002,1.8712361081E10,"X",,2007,2.4873499171E10,"X",,2012,4.4230727759E10,"X",,2017,5.3393799595E10,"X",,,,"",
"Lebanon","MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%)",1992,27.4074593546,"I",,1997,30.2242949145,"E",,2002,27.0219853431,"E",,2007,27.5194314901,"I",,2012,35.4696868754,"I",,2017,40.2398401066,"I",,,,"",
"Lebanon","Agricultural water withdrawal as % of total renewable water resources (%)",1992,18.8774734972,"I",,1997,19.9311570064,"I",,2002,19.1872085276,"I",,2007,16.9664667999,"I",,2012,16.0781701088,"I",,2017,15.5451920942,"I",,,,"",
"Lebanon","SDG 6.4.2. Water Stress (%)",1992,40.0440588818,"E",,1997,44.1596365996,"E",,2002,39.4808565866,"E",,2007,40.2076573653,"E",,2012,51.8234912395,"E",,2017,58.7929915639,"E",,,,"",
"Lebanon","SDG 6.4.1. Water Use Efficiency (US$/m3)",,,"",,1997,17.2795414759,"I",,2002,19.5827179922,"I",,2007,22.2848981019,"I",,2012,25.7680071121,"I",,2017,25.6401206686,"I",,,,"",
"Lebanon","SDG 6.4.1. Irrigated Agriculture Water Use Efficiency (US$/m3)",,,"",,1997,0.5695932287,"E",,2002,0.7247867456,"E",,2007,1.3693040007,"E",,2012,1.6113897914,"E",,2017,1.4109021159,"E",,,,"",
"Lebanon","SDG 6.4.1. Industrial Water Use Efficiency (US$/m3)",1992,66.4843065357,"E",,1997,51.7739805579,"E",,2002,29.2673247257,"E",,2007,14.241310835,"E",,2012,9.2350484518,"E",,2017,7.0577377714,"E",,,,"",
"Lebanon","SDG 6.4.1. Services Water Use Efficiency (US$/m3)",1992,44.1492088858,"E",,1997,49.1309613811,"E",,2002,56.5649875706,"E",,2007,74.5365744466,"E",,2012,127.3606951824,"E",,2017,165.9926106449,"E",,,,"",

"",,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,,,"2018-2022",,
"Lesotho","Total population (1000 inhab)",1992,1782.285,"X",,1997,1968.044,"X",,2002,2029.829,"X",,2007,1986.922,"X",,2012,2014.994,"X",,2017,2091.534,"X",,,,"",
